Date,Country,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2018,Clark,WA,Truck,0,0,0,79357,79357,0
May 31 2023,Skagit,WA,Passenger,1080,404,1484,89011,90495,1.64
September 30 2021,Norfolk,VA,Passenger,3,3,6,312,318,1.89
June 30 2020,Dakota,MN,Passenger,0,1,1,33,34,2.94
December 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
May 31 2021,Grays Harbor,WA,Truck,0,0,0,21426,21426,0
January 31 2019,Moore,NC,Passenger,0,1,1,188,189,0.53
May 31 2020,Charleston,SC,Passenger,1,0,1,111,112,0.89
August 31 2023,Onslow,NC,Passenger,0,1,1,135,136,0.74
August 31 2020,District of Columbia,DC,Passenger,1,1,2,201,203,0.99
January 31 2023,Montgomery,TN,Passenger,1,0,1,181,182,0.55
December 31 2020,El Dorado,CA,Passenger,1,0,1,37,38,2.63
April 30 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
November 30 2020,Nassau,FL,Passenger,1,0,1,36,37,2.7
August 31 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
February 28 2023,Island,WA,Passenger,975,412,1387,61279,62666,2.21
March 31 2020,Goochland,VA,Passenger,2,1,3,269,272,1.1
October 31 2021,Douglas,CO,Passenger,0,1,1,84,85,1.18
January 31 2023,Sedgwick,KS,Passenger,1,1,2,67,69,2.9
April 30 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
January 31 2018,King,WA,Truck,8,1,9,184770,184779,0
June 30 2023,Wichita,TX,Passenger,2,0,2,33,35,5.71
August 31 2021,Goochland,VA,Passenger,4,2,6,224,230,2.61
November 30 2020,Nueces,TX,Passenger,1,0,1,83,84,1.19
January 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
August 31 2018,Skagit,WA,Passenger,220,169,389,90829,91218,0.43
February 28 2019,Walla Walla,WA,Passenger,43,54,97,36064,36161,0.27
September 30 2023,Walla Walla,WA,Truck,7,0,7,13648,13655,0.05
May 31 2020,DeKalb,GA,Passenger,1,0,1,83,84,1.19
June 30 2023,Hamilton,OH,Truck,1,0,1,3,4,25
June 30 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
April 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50
September 30 2017,San Diego,CA,Passenger,6,1,7,2643,2650,0.26
May 31 2020,Anne Arundel,MD,Passenger,0,1,1,409,410,0.24
February 28 2018,Grant,WA,Truck,0,0,0,25679,25679,0
June 30 2017,Marion,OR,Passenger,1,0,1,170,171,0.58
December 31 2018,Marion,OR,Passenger,1,0,1,122,123,0.81
May 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
December 31 2018,Garfield,WA,Passenger,1,1,2,1328,1330,0.15
June 30 2019,San Joaquin,CA,Passenger,1,0,1,129,130,0.77
May 31 2019,Franklin,WA,Truck,0,0,0,19246,19246,0
July 31 2019,Adams,WA,Passenger,5,6,11,12830,12841,0.09
March 31 2019,Whitman,WA,Truck,0,0,0,8505,8505,0
December 31 2018,Camden,NJ,Passenger,0,1,1,28,29,3.45
January 31 2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38
July 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
October 31 2022,Los Angeles,CA,Passenger,5,6,11,771,782,1.41
September 30 2019,Ada,ID,Passenger,0,2,2,315,317,0.63
May 31 2022,Salt Lake,UT,Passenger,1,1,2,145,147,1.36
January 31 2017,Essex,NJ,Passenger,1,0,1,18,19,5.26
February 28 2023,Sarasota,FL,Passenger,1,0,1,26,27,3.7
May 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
February 28 2023,San Mateo,CA,Passenger,1,0,1,72,73,1.37
May 31 2019,Norfolk,VA,Passenger,2,2,4,349,353,1.13
October 31 2018,Clark,NV,Passenger,3,2,5,738,743,0.67
March 31 2020,Richland,SC,Passenger,0,1,1,156,157,0.64
October 31 2017,St. Clair,IL,Passenger,0,1,1,163,164,0.61
April 30 2021,Garfield,WA,Truck,0,0,0,1005,1005,0
December 31 2023,Columbia,WA,Passenger,12,0,12,2391,2403,0.5
September 30 2021,Grays Harbor,WA,Truck,0,0,0,21396,21396,0
February 29 2024,Richland,SC,Passenger,0,1,1,77,78,1.28
June 30 2020,Kootenai,ID,Passenger,1,0,1,219,220,0.45
March 31 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
September 30 2018,San Juan,PR,Passenger,0,1,1,4,5,20
September 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
April 30 2018,Clackamas,OR,Passenger,0,1,1,225,226,0.44
August 31 2021,El Paso,CO,Passenger,3,0,3,693,696,0.43
September 30 2021,Cook,IL,Passenger,2,0,2,219,221,0.9
April 30 2023,Boulder,CO,Passenger,2,0,2,36,38,5.26
April 30 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
August 31 2017,King,WA,Truck,7,1,8,186744,186752,0
September 30 2021,Alameda,CA,Passenger,5,0,5,238,243,2.06
November 30 2017,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
February 28 2021,Carroll,MD,Passenger,0,1,1,19,20,5
November 30 2019,Grant,WA,Passenger,53,65,118,65487,65605,0.18
February 28 2019,Kern,CA,Passenger,0,1,1,235,236,0.42
April 30 2023,Clark,NV,Passenger,9,2,11,428,439,2.51
November 30 2019,Solano,CA,Passenger,1,0,1,205,206,0.49
December 31 2019,Broward,FL,Passenger,2,1,3,129,132,2.27
April 30 2019,Klamath,OR,Passenger,1,0,1,40,41,2.44
November 30 2019,Island,WA,Truck,1,0,1,21308,21309,0
February 28 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
February 28 2021,Boone,MO,Passenger,0,1,1,12,13,7.69
May 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,46986,47105,0.25
August 31 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
July 31 2018,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
December 31 2021,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
July 31 2018,Cook,IL,Passenger,1,0,1,259,260,0.38
May 31 2017,Collin,TX,Passenger,0,1,1,146,147,0.68
September 30 2021,Pima,AZ,Passenger,1,1,2,278,280,0.71
June 30 2023,New Haven,CT,Passenger,0,2,2,26,28,7.14
July 31 2018,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
January 31 2022,Wichita,TX,Passenger,1,0,1,44,45,2.22
August 31 2023,Houston,GA,Passenger,1,0,1,29,30,3.33
September 30 2023,Hennepin,MN,Passenger,1,0,1,34,35,2.86
July 31 2023,Charleston,SC,Passenger,1,2,3,52,55,5.45
October 31 2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67
November 30 2020,Solano,CA,Passenger,1,0,1,204,205,0.49
October 31 2017,Pend Oreille,WA,Truck,0,0,0,5562,5562,0
February 28 2022,Anchorage,AK,Passenger,2,0,2,137,139,1.44
May 31 2020,Columbia,WA,Truck,0,0,0,1522,1522,0
May 31 2020,Montgomery,PA,Passenger,1,0,1,32,33,3.03
September 30 2018,Benton,WA,Truck,0,0,0,41345,41345,0
November 30 2017,Travis,TX,Passenger,1,1,2,190,192,1.04
February 28 2021,Fulton,GA,Passenger,0,2,2,87,89,2.25
May 31 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
April 30 2019,Stevens,WA,Passenger,19,27,46,31622,31668,0.15
March 31 2019,Clallam,WA,Passenger,154,129,283,50319,50602,0.56
December 31 2023,Howard,MD,Passenger,0,2,2,51,53,3.77
September 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
December 31 2018,Lee,AL,Passenger,1,0,1,36,37,2.7
August 31 2020,Mason,WA,Passenger,162,131,293,47397,47690,0.61
August 31 2019,Skamania,WA,Passenger,25,18,43,8750,8793,0.49
July 31 2018,Pinal,AZ,Passenger,2,0,2,208,210,0.95
June 30 2022,Leavenworth,KS,Passenger,0,1,1,103,104,0.96
October 31 2020,Clallam,WA,Truck,1,0,1,21761,21762,0
June 30 2023,Madison,IL,Passenger,2,0,2,16,18,11.11
July 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
August 31 2017,Bergen,NJ,Passenger,0,2,2,31,33,6.06
December 31 2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44
January 31 2024,San Bernardino,CA,Passenger,2,1,3,234,237,1.27
November 30 2019,Shelby,TN,Passenger,0,1,1,100,101,0.99
February 28 2017,Muscogee,GA,Passenger,0,1,1,257,258,0.39
August 31 2023,Berkeley,SC,Passenger,0,1,1,92,93,1.08
May 31 2021,Kittitas,WA,Passenger,155,62,217,29974,30191,0.72
January 31 2020,Klamath,OR,Passenger,1,0,1,38,39,2.56
January 31 2022,Okanogan,WA,Truck,0,0,0,16680,16680,0
April 30 2018,Bexar,TX,Passenger,2,2,4,783,787,0.51
October 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
January 31 2020,Asotin,WA,Passenger,17,11,28,12721,12749,0.22
April 30 2018,Prince George's,MD,Passenger,1,1,2,189,191,1.05
April 30 2019,St. Mary's,MD,Passenger,1,0,1,208,209,0.48
August 31 2018,Asotin,WA,Truck,0,0,0,6648,6648,0
October 31 2023,Jefferson,NY,Passenger,2,1,3,176,179,1.68
January 31 2020,Garfield,WA,Truck,0,0,0,967,967,0
June 30 2021,Columbia,OR,Passenger,1,0,1,22,23,4.35
February 28 2023,Champaign,IL,Passenger,1,0,1,13,14,7.14
June 30 2022,Charles,MD,Passenger,1,1,2,59,61,3.28
July 31 2018,Collier,FL,Passenger,1,0,1,22,23,4.35
April 30 2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
July 31 2023,Skagit,WA,Truck,23,0,23,31835,31858,0.07
March 31 2022,Okanogan,WA,Truck,0,0,0,16682,16682,0
July 31 2023,Multnomah,OR,Passenger,1,2,3,427,430,0.7
August 31 2020,Jefferson,CO,Passenger,0,1,1,56,57,1.75
May 31 2017,Bexar,TX,Passenger,1,0,1,979,980,0.1
July 31 2019,San Joaquin,CA,Passenger,1,0,1,130,131,0.76
February 28 2019,Maui,HI,Passenger,2,0,2,51,53,3.77
November 30 2020,King,WA,Passenger,26593,8081,34674,1370571,1405245,2.47
April 30 2021,Washington,OR,Passenger,1,0,1,408,409,0.24
October 31 2017,Duval,FL,Passenger,1,1,2,366,368,0.54
July 31 2021,Burlington,NJ,Passenger,0,1,1,128,129,0.78
May 31 2023,Oldham,KY,Passenger,0,1,1,3,4,25
July 31 2022,Galveston,TX,Passenger,0,1,1,18,19,5.26
September 30 2019,Jefferson,WA,Passenger,207,126,333,25121,25454,1.31
January 31 2023,Wahkiakum,WA,Passenger,25,15,40,3047,3087,1.3
May 31 2023,Lane,OR,Passenger,0,2,2,78,80,2.5
September 30 2019,Lee,FL,Passenger,1,0,1,50,51,1.96
July 31 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
May 31 2017,Garfield,WA,Truck,0,0,0,931,931,0
August 31 2021,Whatcom,WA,Passenger,1520,628,2148,150406,152554,1.41
November 30 2019,Norfolk,VA,Passenger,1,2,3,347,350,0.86
March 31 2017,Utah,UT,Passenger,0,1,1,174,175,0.57
April 30 2020,District of Columbia,DC,Passenger,1,1,2,201,203,0.99
October 31 2023,Calvert,MD,Passenger,1,1,2,73,75,2.67
January 31 2021,Lewis,WA,Truck,0,0,0,26714,26714,0
November 30 2017,Columbia,WA,Passenger,2,1,3,2392,2395,0.13
February 28 2021,Orange,CA,Passenger,4,3,7,464,471,1.49
June 30 2023,Contra Costa,CA,Passenger,1,3,4,187,191,2.09
August 31 2023,St. Mary's,MD,Passenger,1,0,1,168,169,0.59
August 31 2023,Shasta,CA,Passenger,1,0,1,21,22,4.55
January 31 2024,Grays Harbor,WA,Truck,16,0,16,20404,20420,0.08
March 31 2020,Norfolk,VA,Passenger,2,2,4,348,352,1.14
February 29 2020,Lake,FL,Passenger,1,0,1,24,25,4
October 31 2019,Hillsborough,FL,Passenger,0,1,1,194,195,0.51
December 31 2021,Hennepin,MN,Passenger,3,0,3,68,71,4.23
January 31 2019,Camden,NJ,Passenger,0,1,1,27,28,3.57
June 30 2020,Stevens,WA,Truck,0,0,0,18642,18642,0
November 30 2018,Grays Harbor,WA,Passenger,61,68,129,47369,47498,0.27
February 28 2018,Clay,FL,Passenger,0,1,1,102,103,0.97
September 30 2017,Pacific,WA,Truck,0,0,0,7513,7513,0
August 31 2020,Boulder,CO,Passenger,1,1,2,43,45,4.44
August 31 2018,San Juan,WA,Truck,0,0,0,5752,5752,0
January 31 2023,Pulaski,MO,Passenger,2,0,2,97,99,2.02
April 30 2023,Kauai,HI,Passenger,1,1,2,15,17,11.76
June 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25
October 31 2018,Cowlitz,WA,Truck,0,0,0,28665,28665,0
March 31 2020,Lincoln,WA,Truck,0,0,0,4657,4657,0
September 30 2022,Klickitat,WA,Passenger,109,53,162,15118,15280,1.06
July 31 2022,Charles,MD,Passenger,1,1,2,59,61,3.28
December 31 2018,Benton,WA,Passenger,226,235,461,132912,133373,0.35
May 31 2019,St. Clair,IL,Passenger,0,1,1,162,163,0.61
May 31 2019,Whatcom,WA,Truck,2,0,2,42820,42822,0
August 31 2022,Pacific,WA,Truck,0,0,0,7853,7853,0
November 30 2017,Howard,MD,Passenger,0,2,2,93,95,2.11
May 31 2017,Volusia,FL,Passenger,0,1,1,48,49,2.04
July 31 2023,Jackson,OK,Passenger,0,1,1,32,33,3.03
November 30 2020,Penobscot,ME,Passenger,0,1,1,11,12,8.33
December 31 2021,Walla Walla,WA,Truck,0,0,0,14088,14088,0
August 31 2017,Okanogan,WA,Passenger,4,18,22,25665,25687,0.09
August 31 2023,Skamania,WA,Passenger,113,56,169,8057,8226,2.05
December 31 2022,James City,VA,Passenger,1,0,1,39,40,2.5
February 28 2022,Okaloosa,FL,Passenger,0,1,1,111,112,0.89
August 31 2018,Nueces,TX,Passenger,1,1,2,87,89,2.25
October 31 2023,Washoe,NV,Passenger,1,0,1,47,48,2.08
March 31 2022,Island,WA,Passenger,757,359,1116,62224,63340,1.76
May 31 2020,Maricopa,AZ,Passenger,5,9,14,1516,1530,0.92
September 30 2017,Franklin,OH,Passenger,0,1,1,111,112,0.89
April 30 2022,Stevens,WA,Truck,0,0,0,18976,18976,0
December 31 2021,Lewis,WA,Truck,0,0,0,26668,26668,0
October 31 2021,Chesapeake,VA,Passenger,1,2,3,391,394,0.76
July 31 2018,El Paso,TX,Passenger,1,0,1,512,513,0.19
May 31 2019,San Juan,WA,Truck,0,0,0,5847,5847,0
December 31 2021,Henrico,VA,Passenger,0,1,1,14,15,6.67
April 30 2023,Lincoln,WA,Truck,0,0,0,4838,4838,0
August 31 2018,Queens,NY,Passenger,1,0,1,62,63,1.59
May 31 2022,Suffolk,MA,Passenger,0,1,1,23,24,4.17
February 29 2024,Stevens,WA,Passenger,144,69,213,28547,28760,0.74
February 29 2024,El Paso,CO,Passenger,4,1,5,410,415,1.2
September 30 2017,Charles,MD,Passenger,0,1,1,85,86,1.16
December 31 2017,Spokane,WA,Truck,1,0,1,91568,91569,0
August 31 2019,Virginia Beach,VA,Passenger,1,0,1,697,698,0.14
March 31 2021,Pima,AZ,Passenger,2,1,3,322,325,0.92
November 30 2023,Newport,RI,Passenger,0,1,1,50,51,1.96
April 30 2017,Hardin,KY,Passenger,0,1,1,118,119,0.84
July 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
September 30 2021,Spokane,WA,Truck,0,0,0,102518,102518,0
September 30 2019,Benton,WA,Truck,0,0,0,42232,42232,0
August 31 2017,Mercer,NJ,Passenger,0,1,1,19,20,5
December 31 2017,Chelan,WA,Passenger,86,38,124,53026,53150,0.23
July 31 2021,Monterey,CA,Passenger,0,3,3,152,155,1.94
October 31 2018,Lincoln,WA,Truck,0,0,0,4607,4607,0
March 31 2021,Solano,CA,Passenger,1,0,1,195,196,0.51
August 31 2021,Pima,AZ,Passenger,1,1,2,282,284,0.7
July 31 2020,New Haven,CT,Passenger,0,2,2,36,38,5.26
May 31 2022,Montgomery,TX,Passenger,1,0,1,39,40,2.5
June 30 2017,Pierce,WA,Passenger,956,842,1798,524863,526661,0.34
May 31 2023,Kitsap,WA,Passenger,3139,1251,4390,175960,180350,2.43
October 31 2023,Snohomish,WA,Truck,216,0,216,120038,120254,0.18
February 28 2022,Clark,WA,Truck,2,0,2,83716,83718,0
May 31 2018,Walla Walla,WA,Truck,0,0,0,13390,13390,0
July 31 2023,Moore,NC,Passenger,0,1,1,107,108,0.93
July 31 2023,Stafford,VA,Passenger,3,1,4,77,81,4.94
January 31 2017,Riverside,CA,Passenger,1,1,2,888,890,0.22
February 28 2021,New York,NY,Passenger,1,0,1,54,55,1.82
June 30 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
April 30 2019,Nassau,NY,Passenger,3,0,3,43,46,6.52
April 30 2021,Juneau,AK,Passenger,0,1,1,27,28,3.57
May 31 2021,Stevens,WA,Truck,0,0,0,18954,18954,0
April 30 2018,Clark,WA,Truck,0,0,0,78728,78728,0
April 30 2022,San Juan,WA,Truck,1,0,1,5984,5985,0.02
January 31 2023,Multnomah,OR,Passenger,1,2,3,479,482,0.62
October 31 2018,Washoe,NV,Passenger,1,0,1,113,114,0.88
October 31 2018,Moore,NC,Passenger,0,1,1,196,197,0.51
August 31 2023,Hillsborough,FL,Passenger,2,2,4,97,101,3.96
August 31 2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
August 31 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
January 31 2022,Yakima,WA,Truck,0,0,0,61604,61604,0
February 28 2017,Walla Walla,WA,Truck,0,0,0,13162,13162,0
June 30 2022,Asotin,WA,Passenger,23,19,42,12717,12759,0.33
January 31 2023,Jefferson,NY,Passenger,2,1,3,203,206,1.46
May 31 2022,Escambia,FL,Passenger,0,1,1,148,149,0.67
August 31 2020,Ada,ID,Passenger,0,1,1,274,275,0.36
April 30 2019,Adams,WA,Passenger,5,6,11,12652,12663,0.09
September 30 2017,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
September 30 2023,Lane,OR,Passenger,0,2,2,64,66,3.03
January 31 2023,Lane,OR,Passenger,0,2,2,92,94,2.13
February 29 2024,Los Angeles,CA,Passenger,5,3,8,487,495,1.62
March 31 2020,Kootenai,ID,Passenger,1,1,2,228,230,0.87
March 31 2021,Stafford,VA,Passenger,2,1,3,104,107,2.8
April 30 2023,Randolph,NC,Passenger,1,0,1,3,4,25
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
September 30 2023,Wichita,TX,Passenger,2,0,2,32,34,5.88
April 30 2022,Walla Walla,WA,Truck,0,0,0,14017,14017,0
October 31 2023,Yakima,WA,Passenger,593,284,877,165670,166547,0.53
July 31 2023,Cowlitz,WA,Passenger,486,225,711,69863,70574,1.01
August 31 2017,Pacific,WA,Passenger,10,9,19,15242,15261,0.12
April 30 2023,Washoe,NV,Passenger,1,0,1,56,57,1.75
May 31 2020,Dallas,TX,Passenger,1,0,1,205,206,0.49
August 31 2023,District of Columbia,DC,Passenger,3,0,3,144,147,2.04
July 31 2018,Clallam,WA,Truck,0,0,0,21477,21477,0
November 30 2018,Garfield,WA,Truck,0,0,0,963,963,0
December 31 2018,Thurston,WA,Passenger,739,571,1310,195514,196824,0.67
March 31 2019,Okanogan,WA,Passenger,20,21,41,25901,25942,0.16
September 30 2019,Asotin,WA,Truck,0,0,0,6684,6684,0
September 30 2017,Maricopa,AZ,Passenger,2,1,3,1688,1691,0.18
September 30 2021,Ventura,CA,Passenger,1,3,4,265,269,1.49
July 31 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
January 31 2021,Arapahoe,CO,Passenger,1,0,1,131,132,0.76
August 31 2020,Houston,GA,Passenger,1,0,1,53,54,1.85
October 31 2022,San Joaquin,CA,Passenger,1,0,1,87,88,1.14
January 31 2018,Orange,CA,Passenger,3,1,4,585,589,0.68
April 30 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
August 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10
September 30 2021,Grant,WA,Truck,0,0,0,27999,27999,0
October 31 2021,Pierce,WA,Truck,0,0,0,145135,145135,0
January 31 2020,Pierce,WA,Truck,0,0,0,141306,141306,0
March 31 2018,Grays Harbor,WA,Truck,0,0,0,20074,20074,0
January 31 2020,Broward,FL,Passenger,2,1,3,127,130,2.31
May 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
June 30 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
March 31 2021,Putnam,TN,Passenger,0,1,1,1,2,50
November 30 2022,Pend Oreille,WA,Passenger,19,13,32,8968,9000,0.36
June 30 2019,Virginia Beach,VA,Passenger,1,0,1,706,707,0.14
November 30 2018,Okanogan,WA,Truck,0,0,0,16494,16494,0
August 31 2021,Nueces,TX,Passenger,1,0,1,68,69,1.45
May 31 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
May 31 2019,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
January 31 2019,Dakota,MN,Passenger,0,2,2,33,35,5.71
January 31 2022,Klickitat,WA,Truck,0,0,0,8328,8328,0
January 31 2023,Sonoma,CA,Passenger,2,1,3,79,82,3.66
June 30 2022,Houston,GA,Passenger,1,0,1,32,33,3.03
June 30 2020,Maui,HI,Passenger,2,0,2,34,36,5.56
October 31 2022,Pierce,WA,Truck,62,0,62,140079,140141,0.04
September 30 2021,Chelan,WA,Passenger,375,104,479,54752,55231,0.87
April 30 2018,Clark,NV,Passenger,2,2,4,755,759,0.53
February 28 2019,Richland,SC,Passenger,0,1,1,165,166,0.6
December 31 2021,York,VA,Passenger,1,0,1,95,96,1.04
October 31 2017,Fulton,GA,Passenger,1,0,1,108,109,0.92
November 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
January 31 2019,Klickitat,WA,Passenger,29,32,61,15484,15545,0.39
May 31 2022,Franklin,WA,Truck,0,0,0,20911,20911,0
September 30 2021,Ferry,WA,Truck,0,0,0,3593,3593,0
July 31 2019,Loudoun,VA,Passenger,1,0,1,96,97,1.03
January 31 2021,Greene,MO,Passenger,0,1,1,35,36,2.78
April 30 2023,Calvert,MD,Passenger,1,1,2,76,78,2.56
October 31 2020,Tulsa,OK,Passenger,1,1,2,45,47,4.26
March 31 2019,Juneau,AK,Passenger,0,1,1,34,35,2.86
October 31 2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
June 30 2023,Pierce,WA,Passenger,7611,2792,10403,530467,540870,1.92
March 31 2020,Asotin,WA,Passenger,16,12,28,12594,12622,0.22
March 31 2021,Norfolk,VA,Passenger,2,3,5,327,332,1.51
March 31 2023,Santa Clara,CA,Passenger,10,4,14,196,210,6.67
March 31 2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63
October 31 2019,Garfield,WA,Passenger,0,1,1,1300,1301,0.08
May 31 2017,Grant,WA,Passenger,20,25,45,60667,60712,0.07
December 31 2018,Asotin,WA,Truck,0,0,0,6634,6634,0
October 31 2023,Pacific,WA,Truck,5,0,5,7800,7805,0.06
December 31 2023,Norfolk,VA,Passenger,0,1,1,239,240,0.42
December 31 2021,Hudson,NJ,Passenger,2,0,2,42,44,4.55
March 31 2017,San Juan,WA,Passenger,88,34,122,13419,13541,0.9
March 31 2019,Ferry,WA,Passenger,3,2,5,4363,4368,0.11
August 31 2019,Harris,TX,Passenger,1,1,2,272,274,0.73
May 31 2018,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
September 30 2020,Harrison,MS,Passenger,1,0,1,54,55,1.82
June 30 2017,Essex,NJ,Passenger,1,0,1,16,17,5.88
March 31 2020,Whatcom,WA,Passenger,1057,490,1547,151169,152716,1.01
April 30 2023,Whatcom,WA,Passenger,2340,859,3199,147792,150991,2.12
July 31 2018,Nueces,TX,Passenger,1,1,2,88,90,2.22
November 30 2022,Essex,MA,Passenger,1,0,1,16,17,5.88
October 31 2022,Penobscot,ME,Passenger,0,1,1,9,10,10
March 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25
August 31 2020,Adams,WA,Passenger,9,7,16,12863,12879,0.12
November 30 2018,Benton,WA,Truck,0,0,0,41440,41440,0
August 31 2022,Douglas,CO,Passenger,0,1,1,73,74,1.35
February 28 2023,Cowlitz,WA,Truck,7,0,7,28338,28345,0.02
April 30 2020,Lewis,WA,Truck,0,0,0,25978,25978,0
March 31 2018,Clark,NV,Passenger,2,2,4,753,757,0.53
March 31 2023,Portsmouth,VA,Passenger,0,1,1,73,74,1.35
August 31 2017,Orleans,LA,Passenger,0,1,1,44,45,2.22
November 30 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
October 31 2023,Salt Lake,UT,Passenger,1,1,2,85,87,2.3
April 30 2022,Thurston,WA,Truck,3,0,3,55522,55525,0.01
September 30 2018,Island,WA,Passenger,227,209,436,62845,63281,0.69
March 31 2020,District of Columbia,DC,Passenger,1,1,2,205,207,0.97
November 30 2021,Providence,RI,Passenger,1,0,1,22,23,4.35
September 30 2021,Lane,OR,Passenger,0,2,2,126,128,1.56
June 30 2021,Klickitat,WA,Passenger,70,51,121,15273,15394,0.79
April 30 2019,Williamson,TX,Passenger,0,1,1,148,149,0.67
April 30 2022,Placer,CA,Passenger,2,0,2,74,76,2.63
February 28 2017,Howard,MD,Passenger,0,2,2,91,93,2.15
May 31 2018,Garfield,OK,Passenger,1,0,1,19,20,5
January 31 2021,Washoe,NV,Passenger,1,0,1,104,105,0.95
December 31 2019,Walla Walla,WA,Truck,0,0,0,13662,13662,0
January 31 2021,Clallam,WA,Truck,1,0,1,21861,21862,0
September 30 2023,Pinal,AZ,Passenger,1,0,1,77,78,1.28
January 31 2024,Garfield,WA,Truck,0,0,0,954,954,0
January 31 2020,Bucks,PA,Passenger,1,0,1,21,22,4.55
July 31 2021,Washington,OR,Passenger,1,0,1,394,395,0.25
June 30 2019,San Francisco,CA,Passenger,2,1,3,110,113,2.65
July 31 2019,Collin,TX,Passenger,2,1,3,146,149,2.01
March 31 2021,Pend Oreille,WA,Truck,0,0,0,5722,5722,0
November 30 2019,Howard,MD,Passenger,0,1,1,80,81,1.23
December 31 2018,King,WA,Truck,6,1,7,182628,182635,0
January 31 2024,Sarpy,NE,Passenger,1,0,1,49,50,2
May 31 2018,DuPage,IL,Passenger,1,0,1,66,67,1.49
January 31 2017,Latah,ID,Passenger,0,1,1,145,146,0.68
December 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50
February 28 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
August 31 2019,Los Angeles,CA,Passenger,6,6,12,1130,1142,1.05
December 31 2021,San Mateo,CA,Passenger,2,0,2,88,90,2.22
August 31 2020,Chesapeake,VA,Passenger,0,1,1,421,422,0.24
February 28 2018,Volusia,FL,Passenger,0,1,1,37,38,2.63
September 30 2019,Walla Walla,WA,Truck,0,0,0,13685,13685,0
January 31 2022,Cook,IL,Passenger,2,0,2,210,212,0.94
December 31 2019,Denver,CO,Passenger,1,0,1,129,130,0.77
